Provider,TotalClaims_Count,UniqueBeneficiaries_Count,InpatientClaims_Count,OutpatientClaims_Count,MeanReimbursement,TotalReimbursement,StdReimbursement,MinReimbursement,MaxReimbursement,FirstClaimDate,LastClaimDate,UniqueClaimDates_Count,UniqueClaimMonths_Count,ClaimsPerBeneficiary_Ratio,InpatientPercentage,OutpatientPercentage,ExtraVisitsPerBeneficiary_Percentage,BeneficiariesWithInpatient_Percentage,BeneficiariesWithOutpatient_Percentage,InpatientOutpatient_Ratio,ClaimsPerMonth_Ratio,ClaimDurationDays,ReimbursementCoV_Ratio,PotentialFraud
PRV56664,15,11,1,14,3973.3333333333335,59600,14672.64786049523,10,57000,2009-01-17,2009-12-06,15,9,1.3636363636363635,6.666666666666667,93.33333333333333,36.36363636363637,9.090909090909092,100.0,0.07142857142857142,1.6666666666666667,323,3.6927805018024906,No
PRV56667,32,28,0,32,196.875,6300,505.64195862544943,0,2700,2009-01-02,2009-11-24,31,10,1.1428571428571428,0.0,100.0,14.285714285714285,0.0,100.0,0.0,3.2,326,2.5683401073038703,No
PRV56668,73,65,52,21,8540.684931506848,623470,10783.886298131107,0,57000,2008-12-02,2009-12-29,66,13,1.123076923076923,71.23287671232876,28.767123287671232,12.307692307692308,80.0,32.30769230769231,2.4761904761904763,5.615384615384615,392,1.2626488840899657,Yes
PRV56669,40,32,29,11,7090.25,283610,8127.897664754272,0,41000,2009-01-08,2009-12-07,38,12,1.25,72.5,27.500000000000004,25.0,90.625,34.375,2.6363636363636362,3.3333333333333335,333,1.1463485299889669,Yes
PRV56671,43,30,3,40,821.8604651162791,35340,2760.043353536277,0,16000,2009-01-01,2009-12-25,38,12,1.4333333333333333,6.976744186046512,93.02325581395348,43.333333333333336,10.0,100.0,0.075,3.5833333333333335,358,3.3582870458986958,No
PRV56672,161,70,0,161,254.53416149068323,40980,509.0861301275048,0,3300,2008-12-24,2009-12-31,133,13,2.3,0.0,100.0,130.0,0.0,100.0,0.0,12.384615384615385,372,2.000069959749348,No
PRV56673,4,4,2,2,10660.0,42640,12190.422470119729,40,24000,2009-02-15,2009-12-20,4,4,1.0,50.0,50.0,0.0,50.0,50.0,1.0,1.0,308,1.1435668358461284,No
PRV56674,46,21,0,46,344.7826086956522,15860,667.5185861097295,0,3300,2008-12-15,2009-12-26,42,13,2.1904761904761907,0.0,100.0,119.04761904761905,0.0,100.0,0.0,3.5384615384615383,376,1.9360564288176265,No
PRV56675,323,172,0,323,305.54179566563465,98690,617.4672274496885,0,3300,2008-12-22,2009-12-28,222,13,1.877906976744186,0.0,100.0,87.79069767441861,0.0,100.0,0.0,24.846153846153847,371,2.0208928408779956,No
PRV56677,1,1,0,1,20.0,20,,20,20,2009-04-16,2009-04-16,1,1,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,0,0.0,No
PRV56679,25,19,0,25,166.8,4170,280.352753984452,10,1000,2009-01-01,2009-12-24,23,11,1.3157894736842106,0.0,100.0,31.57894736842105,0.0,100.0,0.0,2.272727272727273,357,1.6807719063816067,No
PRV56680,33,32,8,25,1951.5151515151515,64400,4692.919614437877,0,23000,2009-01-03,2009-12-18,31,12,1.03125,24.242424242424242,75.75757575757575,3.125,25.0,78.125,0.32,2.75,349,2.4047569452864894,No
PRV56681,5,5,0,5,158.0,790,193.0543964793343,30,500,2009-03-26,2009-11-21,5,5,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,240,1.221863268856546,No
PRV56682,19,19,3,16,863.6842105263158,16410,1894.0673768560018,0,7000,2009-01-26,2009-12-24,18,9,1.0,15.789473684210526,84.21052631578947,0.0,15.789473684210526,84.21052631578947,0.1875,2.111111111111111,332,2.1930091505340665,No
PRV56683,167,143,0,167,328.622754491018,54880,617.0351927707757,0,3300,2009-01-01,2009-12-31,139,12,1.167832167832168,0.0,100.0,16.783216783216783,0.0,100.0,0.0,13.916666666666666,364,1.8776398905378924,No
PRV56684,92,88,16,76,1870.3260869565217,172070,5287.778455211592,0,36000,2009-01-11,2009-12-30,85,12,1.0454545454545454,17.391304347826086,82.6086956521739,4.545454545454546,18.181818181818183,86.36363636363636,0.21052631578947367,7.666666666666667,353,2.82719601254993,No
PRV56685,405,121,35,370,1074.79012345679,435290,3768.591638598705,0,46000,2008-12-24,2009-12-31,242,13,3.347107438016529,8.641975308641975,91.35802469135803,234.7107438016529,28.92561983471074,100.0,0.0945945945945946,31.153846153846153,372,3.5063511995048713,Yes
PRV56686,20,18,15,5,7150.0,143000,12065.356670192034,50,55000,2009-01-23,2009-12-10,20,11,1.1111111111111112,75.0,25.0,11.11111111111111,83.33333333333334,27.77777777777778,3.0,1.8181818181818181,321,1.687462471355529,No
PRV56687,9,7,0,9,457.77777777777777,4120,1072.2963417099045,10,3300,2009-01-28,2009-11-03,9,7,1.2857142857142858,0.0,100.0,28.57142857142857,0.0,100.0,0.0,1.2857142857142858,279,2.3423949212109565,No
PRV56688,37,19,0,37,212.43243243243242,7860,496.4675518400271,0,3000,2008-12-30,2009-12-30,36,13,1.9473684210526316,0.0,100.0,94.73684210526315,0.0,100.0,0.0,2.8461538461538463,365,2.3370609946667944,No
PRV56689,1794,796,0,1794,281.7892976588629,505530,566.7287351149332,0,3400,2008-12-13,2009-12-30,363,13,2.2537688442211055,0.0,100.0,125.37688442211055,0.0,100.0,0.0,138.0,382,2.0111790611757763,Yes
PRV56691,4,4,0,4,85.0,340,17.320508075688775,70,100,2009-02-28,2009-05-29,4,3,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.3333333333333333,90,0.20377068324339734,No
PRV56693,373,302,0,373,244.58445040214477,91230,538.433262280111,0,4010,2008-12-27,2009-12-31,217,13,1.2350993377483444,0.0,100.0,23.509933774834437,0.0,100.0,0.0,28.692307692307693,369,2.2014206602047723,No
PRV56694,8,8,0,8,493.75,3950,498.510280736516,30,1100,2009-01-20,2009-12-06,8,7,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.1428571428571428,320,1.0096410749093996,No
PRV56696,34,33,7,27,2035.8823529411766,69220,4450.790952960145,0,17000,2009-01-09,2009-12-01,33,12,1.0303030303030303,20.588235294117645,79.41176470588235,3.0303030303030303,21.21212121212121,81.81818181818183,0.25925925925925924,2.8333333333333335,326,2.186172961581117,No
PRV56697,78,36,0,78,276.53846153846155,21570,608.0858340879038,0,3300,2009-01-02,2009-12-31,72,12,2.1666666666666665,0.0,100.0,116.66666666666667,0.0,100.0,0.0,6.5,363,2.198919566938178,No
PRV56699,3,3,0,3,183.33333333333334,550,187.7054430040145,70,400,2009-01-04,2009-12-10,3,3,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,340,1.0238478709309882,No
PRV56700,5,5,0,5,128.0,640,209.093280618962,10,500,2009-03-15,2009-12-18,5,3,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.6666666666666667,278,1.6335412548356407,No
PRV56701,23,22,4,19,1594.7826086956522,36680,3301.4623062642704,0,13000,2009-01-21,2009-12-05,23,10,1.0454545454545454,17.391304347826086,82.6086956521739,4.545454545454546,18.181818181818183,86.36363636363636,0.21052631578947367,2.3,318,2.0701644777556765,No
PRV56702,224,82,0,224,211.38392857142858,47350,397.3661659918722,0,3200,2009-01-01,2009-12-30,167,12,2.731707317073171,0.0,100.0,173.17073170731706,0.0,100.0,0.0,18.666666666666668,363,1.87983149275986,No
PRV56703,48,46,21,27,3876.4583333333335,186070,7107.118244612776,0,32000,2008-12-31,2009-12-16,44,13,1.0434782608695652,43.75,56.25,4.3478260869565215,45.65217391304348,58.69565217391305,0.7777777777777778,3.6923076923076925,350,1.833405039723831,No
PRV56705,16,16,4,12,3820.0,61120,9467.567797486323,20,38000,2009-01-16,2009-12-26,16,8,1.0,25.0,75.0,0.0,25.0,75.0,0.3333333333333333,2.0,344,2.478420889394325,No
PRV56706,347,144,31,316,998.1556195965418,346360,2577.3931690696486,0,20000,2008-12-23,2009-12-31,223,13,2.4097222222222223,8.93371757925072,91.06628242074927,140.97222222222223,21.52777777777778,100.0,0.0981012658227848,26.692307692307693,373,2.5821556463424415,Yes
PRV56707,18,6,0,18,158.88888888888889,2860,155.2564818724123,30,500,2009-01-08,2009-12-17,17,10,3.0,0.0,100.0,200.0,0.0,100.0,0.0,1.8,343,0.9771386970990985,No
PRV56708,7,5,0,7,504.2857142857143,3530,977.306794936253,0,2700,2009-01-05,2009-11-27,7,5,1.4,0.0,100.0,40.0,0.0,100.0,0.0,1.4,326,1.9380021429330796,No
PRV56710,67,53,10,57,965.5223880597015,64690,1850.057561415803,0,8000,2008-12-31,2009-12-25,61,13,1.2641509433962264,14.925373134328357,85.07462686567165,26.41509433962264,18.867924528301888,100.0,0.17543859649122806,5.153846153846154,359,1.9161208318883725,No
PRV56711,63,39,8,55,1713.4920634920634,107950,4538.532219295262,10,28000,2009-01-02,2009-12-26,62,12,1.6153846153846154,12.698412698412698,87.3015873015873,61.53846153846154,20.51282051282051,100.0,0.14545454545454545,5.25,358,2.6487033794868133,Yes
PRV56712,4,2,2,2,1327.5,5310,1419.0460410665564,10,3000,2009-01-12,2009-06-12,3,3,2.0,50.0,50.0,100.0,100.0,100.0,1.0,1.3333333333333333,151,1.0689612362083287,No
PRV56713,173,141,55,118,2889.7109826589594,499920,6077.690659550931,0,54000,2009-01-01,2009-12-23,141,12,1.2269503546099292,31.79190751445087,68.20809248554913,22.69503546099291,39.00709219858156,83.68794326241135,0.4661016949152542,14.416666666666666,356,2.1032174830019024,No
PRV56715,13,13,3,10,1436.1538461538462,18670,2530.591296059541,0,7000,2009-01-15,2009-11-21,13,9,1.0,23.076923076923077,76.92307692307693,0.0,23.076923076923077,76.92307692307693,0.3,1.4444444444444444,310,1.7620614273580093,No
PRV56716,124,65,0,124,381.93548387096774,47360,839.1184664169164,0,5800,2009-01-07,2009-12-30,106,12,1.9076923076923078,0.0,100.0,90.76923076923077,0.0,100.0,0.0,10.333333333333334,357,2.1970162549767234,No
PRV56717,8,7,1,7,1425.0,11400,3869.012424748355,10,11000,2009-01-31,2009-11-23,8,5,1.1428571428571428,12.5,87.5,14.285714285714285,14.285714285714285,100.0,0.14285714285714285,1.6,296,2.715096438419898,No
PRV56718,142,77,0,142,229.71830985915494,32620,418.5993932183811,0,2500,2009-01-05,2009-12-29,114,12,1.844155844155844,0.0,100.0,84.4155844155844,0.0,100.0,0.0,11.833333333333334,358,1.8222291182406534,No
PRV56719,67,57,10,57,1844.7761194029852,123600,5257.755414107106,0,34000,2009-01-10,2009-12-25,60,12,1.1754385964912282,14.925373134328357,85.07462686567165,17.543859649122805,17.543859649122805,100.0,0.17543859649122806,5.583333333333333,349,2.850077773019224,Yes
PRV56720,12,12,2,10,1562.5,18750,3487.9588326386274,30,12000,2008-12-30,2009-12-29,12,7,1.0,16.666666666666664,83.33333333333334,0.0,16.666666666666664,83.33333333333334,0.2,1.7142857142857142,364,2.2322936528887216,No
PRV56721,202,182,0,202,297.6237623762376,60120,571.4381760823138,0,3300,2009-01-03,2009-12-31,143,12,1.10989010989011,0.0,100.0,10.989010989010989,0.0,100.0,0.0,16.833333333333332,362,1.920001855765592,No
PRV56722,25,25,2,23,990.8,24770,2366.43353311828,0,10000,2009-01-02,2009-12-25,25,11,1.0,8.0,92.0,0.0,8.0,92.0,0.08695652173913043,2.272727272727273,357,2.3884068763809854,No
PRV56723,18,11,0,18,157.22222222222223,2830,436.27845338600997,0,1900,2009-01-31,2009-11-30,18,9,1.6363636363636365,0.0,100.0,63.63636363636363,0.0,100.0,0.0,2.0,303,2.774915957932219,No
PRV56724,26,26,6,20,3302.3076923076924,85860,6557.072705219796,0,23000,2008-12-21,2009-12-10,24,10,1.0,23.076923076923077,76.92307692307693,0.0,23.076923076923077,76.92307692307693,0.3,2.6,354,1.9856031951515805,No
PRV56725,291,132,0,291,341.27147766323026,99310,616.8435490274458,0,4050,2008-12-24,2009-12-31,194,13,2.2045454545454546,0.0,100.0,120.45454545454545,0.0,100.0,0.0,22.384615384615383,372,1.807486383717518,No
PRV56726,16,16,3,13,4527.5,72440,14119.99598677941,10,57000,2009-01-16,2009-12-17,16,10,1.0,18.75,81.25,0.0,18.75,81.25,0.23076923076923078,1.6,335,3.1187180534024095,No
PRV56728,42,17,0,42,253.33333333333334,10640,542.5849002540891,0,3300,2009-01-01,2009-12-15,40,12,2.4705882352941178,0.0,100.0,147.05882352941177,0.0,100.0,0.0,3.5,348,2.141782501002983,No
PRV56729,219,179,0,219,320.0,70080,751.7490309302613,0,8400,2008-12-13,2009-12-25,163,13,1.223463687150838,0.0,100.0,22.3463687150838,0.0,100.0,0.0,16.846153846153847,377,2.3492157216570666,No
PRV56730,54,51,23,31,5628.7037037037035,303950,9218.156826016935,0,40000,2009-01-09,2009-12-24,50,12,1.0588235294117647,42.592592592592595,57.407407407407405,5.88235294117647,45.09803921568628,60.78431372549019,0.7419354838709677,4.5,349,1.63770511138317,Yes
PRV56731,20,20,4,16,5485.0,109700,14371.850227001687,0,57000,2009-02-05,2009-12-27,20,10,1.0,20.0,80.0,0.0,20.0,80.0,0.25,2.0,325,2.6202097041024044,Yes
PRV56732,28,26,13,15,6175.714285714285,172920,11485.334103581812,10,57000,2009-01-24,2009-12-10,28,12,1.0769230769230769,46.42857142857143,53.57142857142857,7.6923076923076925,50.0,57.692307692307686,0.8666666666666667,2.3333333333333335,320,1.8597580089075338,Yes
PRV56733,198,89,12,186,622.7272727272727,123300,1952.0614214882119,0,17000,2008-12-29,2009-12-31,150,13,2.2247191011235956,6.0606060606060606,93.93939393939394,122.47191011235957,13.48314606741573,100.0,0.06451612903225806,15.23076923076923,367,3.1346971731927487,No
PRV56734,22,22,10,12,4986.363636363636,109700,12059.511774629364,0,57000,2009-01-13,2009-12-27,19,10,1.0,45.45454545454545,54.54545454545454,0.0,45.45454545454545,54.54545454545454,0.8333333333333334,2.2,348,2.4184982592693345,No
PRV56735,412,285,0,412,324.34466019417476,133630,597.0864439534075,0,3300,2008-12-22,2009-12-27,239,13,1.4456140350877194,0.0,100.0,44.56140350877193,0.0,100.0,0.0,31.692307692307693,370,1.8409011068532806,No
PRV56738,512,300,19,493,524.765625,268680,1621.8911987000686,0,13000,2008-12-19,2009-12-29,271,13,1.7066666666666668,3.7109375,96.2890625,70.66666666666667,6.333333333333334,100.0,0.038539553752535496,39.38461538461539,375,3.0906963441061306,No
PRV56739,5,5,1,4,2230.0,11150,4902.637045509284,10,11000,2009-02-01,2009-09-18,5,4,1.0,20.0,80.0,0.0,20.0,80.0,0.25,1.25,229,2.1984919486588717,No
PRV56740,45,38,0,45,193.77777777777777,8720,400.9267043016993,0,1900,2009-01-16,2009-12-30,44,12,1.1842105263157894,0.0,100.0,18.421052631578945,0.0,100.0,0.0,3.75,348,2.069002487795467,No
PRV56741,25,25,0,25,224.8,5620,388.7921466970923,10,1300,2009-01-07,2009-12-31,25,10,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.5,358,1.729502431926567,No
PRV56742,35,32,9,26,3450.0,120750,8317.300184130734,10,41000,2008-12-25,2009-12-06,32,13,1.09375,25.71428571428571,74.28571428571429,9.375,28.125,81.25,0.34615384615384615,2.6923076923076925,346,2.4108116475741257,No
PRV56743,393,328,0,393,323.0534351145038,126960,742.1740263595264,0,9020,2008-12-24,2009-12-30,232,13,1.1981707317073171,0.0,100.0,19.817073170731707,0.0,100.0,0.0,30.23076923076923,371,2.297372340574148,No
PRV56745,132,53,0,132,208.03030303030303,27460,394.36573754901576,0,2400,2009-01-01,2009-12-31,110,12,2.490566037735849,0.0,100.0,149.0566037735849,0.0,100.0,0.0,11.0,364,1.8957129408765507,No
PRV56746,43,42,15,28,3977.4418604651164,171030,7798.250137362397,10,38000,2008-12-31,2009-12-20,39,13,1.0238095238095237,34.883720930232556,65.11627906976744,2.380952380952381,35.714285714285715,66.66666666666666,0.5357142857142857,3.3076923076923075,354,1.9606195164975915,No
PRV56747,16,16,1,15,1158.125,18530,2959.1017077259553,0,12000,2009-01-17,2009-12-26,16,9,1.0,6.25,93.75,0.0,6.25,93.75,0.06666666666666667,1.7777777777777777,343,2.5550797260450775,No
PRV56748,463,361,117,346,3057.840172786177,1415780,7876.477754590299,0,79000,2008-12-30,2009-12-30,255,13,1.2825484764542936,25.26997840172786,74.73002159827213,28.254847645429365,32.40997229916898,95.84487534626038,0.33815028901734107,35.61538461538461,365,2.5758304258961906,Yes
PRV56749,28,26,11,17,3936.0714285714284,110210,5770.703365105706,10,20000,2008-12-31,2009-12-03,27,13,1.0769230769230769,39.285714285714285,60.71428571428571,7.6923076923076925,42.30769230769231,65.38461538461539,0.6470588235294118,2.1538461538461537,337,1.4661073788491044,No
PRV56750,11,11,1,10,2395.4545454545455,26350,7498.819058540304,0,25000,2009-01-01,2009-11-23,11,8,1.0,9.090909090909092,90.9090909090909,0.0,9.090909090909092,90.9090909090909,0.1,1.375,326,3.1304367986316257,No
PRV56751,84,51,5,79,1028.6904761904761,86410,4096.255057171388,0,34000,2009-01-01,2009-12-23,78,12,1.6470588235294117,5.952380952380952,94.04761904761905,64.70588235294117,9.803921568627452,100.0,0.06329113924050633,7.0,356,3.9820093137645713,No
PRV56752,25,24,1,24,644.8,16120,2405.3605412356237,10,12000,2009-01-02,2009-12-19,25,10,1.0416666666666667,4.0,96.0,4.166666666666666,4.166666666666666,100.0,0.041666666666666664,2.5,351,3.730397861717779,No
PRV56753,24,21,9,15,4170.0,100080,6645.4397570979,0,25000,2009-01-08,2009-12-14,23,10,1.1428571428571428,37.5,62.5,14.285714285714285,42.857142857142854,71.42857142857143,0.6,2.4,340,1.593630637193741,No
PRV56754,109,70,9,100,679.3577981651376,74050,1823.0013283092605,0,11000,2009-01-01,2009-12-24,97,12,1.5571428571428572,8.256880733944955,91.74311926605505,55.714285714285715,12.857142857142856,100.0,0.09,9.083333333333334,357,2.68341856564091,No
PRV56755,18,17,3,15,3008.8888888888887,54160,8485.978669954817,0,35000,2009-01-01,2009-12-11,18,9,1.0588235294117647,16.666666666666664,83.33333333333334,5.88235294117647,17.647058823529413,88.23529411764706,0.2,2.0,344,2.8203031030130488,No
PRV56758,531,347,0,531,310.52730696798494,164890,695.0176492316499,0,6400,2008-12-21,2009-12-31,286,13,1.5302593659942363,0.0,100.0,53.02593659942363,0.0,100.0,0.0,40.84615384615385,375,2.238185285596495,No
PRV56759,11,11,2,9,2569.090909090909,28260,6363.260885026568,0,21000,2009-02-09,2009-11-02,11,6,1.0,18.181818181818183,81.81818181818183,0.0,18.181818181818183,81.81818181818183,0.2222222222222222,1.8333333333333333,266,2.4768531399608014,No
PRV56760,643,403,0,643,292.84603421461895,188300,633.0545686190986,0,3300,2008-12-23,2009-12-31,308,13,1.5955334987593053,0.0,100.0,59.553349875930515,0.0,100.0,0.0,49.46153846153846,373,2.161731745204888,No
PRV56761,117,107,92,25,7112.991452991453,832220,8526.556311066524,0,57000,2008-12-22,2009-12-25,103,13,1.0934579439252337,78.63247863247864,21.367521367521366,9.345794392523365,85.98130841121495,23.364485981308412,3.68,9.0,368,1.1987300093662534,No
PRV56762,39,35,1,38,274.61538461538464,10710,538.7551252844308,0,3000,2009-01-11,2009-12-13,35,12,1.1142857142857143,2.564102564102564,97.43589743589743,11.428571428571429,2.857142857142857,100.0,0.02631578947368421,3.25,336,1.9618533973942858,No
PRV56763,26,25,13,13,4480.384615384615,116490,7519.8321687491025,0,36000,2008-12-30,2009-12-18,26,13,1.04,50.0,50.0,4.0,52.0,52.0,1.0,2.0,353,1.678389873701405,No
PRV56764,201,139,5,196,476.0199004975124,95680,2040.5568062668565,0,25000,2008-12-31,2009-12-27,157,13,1.4460431654676258,2.4875621890547266,97.51243781094527,44.60431654676259,3.597122302158273,100.0,0.025510204081632654,15.461538461538462,361,4.2867048292186265,No
PRV56765,22,21,0,22,271.3636363636364,5970,433.94420811617675,0,1600,2009-01-16,2009-11-16,21,10,1.0476190476190477,0.0,100.0,4.761904761904762,0.0,100.0,0.0,2.2,304,1.5991243850177368,No
PRV56766,29,27,2,27,854.4827586206897,24780,2220.988496475799,10,11000,2009-01-03,2009-12-20,26,11,1.0740740740740742,6.896551724137931,93.10344827586206,7.4074074074074066,7.4074074074074066,100.0,0.07407407407407407,2.6363636363636362,351,2.5992197900644944,No
PRV56767,18,18,6,12,2865.0,51570,5650.700373040705,0,23000,2009-01-06,2009-12-10,14,9,1.0,33.33333333333333,66.66666666666666,0.0,33.33333333333333,66.66666666666666,0.5,2.0,338,1.9723212471346265,No
PRV56768,4,4,4,0,4250.0,17000,2872.281323269014,2000,8000,2009-03-31,2009-09-12,4,3,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.3333333333333333,165,0.6758308995927093,No
PRV56769,23,21,4,19,1526.9565217391305,35120,3338.226849395307,0,12000,2009-01-09,2009-11-30,22,8,1.0952380952380953,17.391304347826086,82.6086956521739,9.523809523809524,19.047619047619047,90.47619047619048,0.21052631578947367,2.875,325,2.1861963990914597,No
PRV56771,2,2,0,2,230.0,460,240.41630560342617,60,400,2009-04-18,2009-11-08,2,2,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,204,1.0452882852322878,No
PRV56772,70,54,5,65,685.1428571428571,47960,2105.2327785211396,0,14000,2008-12-25,2009-12-15,65,13,1.2962962962962963,7.142857142857142,92.85714285714286,29.629629629629626,9.25925925925926,100.0,0.07692307692307693,5.384615384615385,355,3.0726917117698034,No
PRV56773,43,33,7,36,1505.3488372093022,64730,3008.2326316113713,10,16000,2009-01-02,2009-12-19,39,12,1.303030303030303,16.27906976744186,83.72093023255815,30.303030303030305,21.21212121212121,100.0,0.19444444444444445,3.5833333333333335,351,1.998362477356542,No
PRV56774,1,1,1,0,4000.0,4000,,4000,4000,2009-04-01,2009-04-01,1,1,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,0,0.0,No
PRV56775,18,18,3,15,1908.3333333333333,34350,3976.6276726717606,20,15000,2009-01-05,2009-11-13,18,8,1.0,16.666666666666664,83.33333333333334,0.0,16.666666666666664,83.33333333333334,0.2,2.25,312,2.083822361225377,No
PRV56777,44,44,13,31,2571.590909090909,113150,5088.936446285611,0,28000,2008-12-23,2009-12-11,42,13,1.0,29.545454545454547,70.45454545454545,0.0,29.545454545454547,70.45454545454545,0.41935483870967744,3.3846153846153846,353,1.978905909293565,No
PRV56778,38,38,15,23,3215.2631578947367,122180,5145.800038573629,0,24000,2009-01-05,2009-12-25,35,12,1.0,39.473684210526315,60.526315789473685,0.0,39.473684210526315,60.526315789473685,0.6521739130434783,3.1666666666666665,354,1.6004288874267303,No
PRV56780,7,7,0,7,125.71428571428571,880,134.39458605875743,30,400,2009-01-17,2009-10-21,7,6,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.1666666666666667,277,1.0690478436492068,No
PRV56782,288,109,0,288,312.53472222222223,90010,770.910249011248,0,9030,2008-12-19,2009-12-31,193,13,2.6422018348623855,0.0,100.0,164.2201834862385,0.0,100.0,0.0,22.153846153846153,377,2.466638725866453,No
PRV56783,85,69,0,85,299.1764705882353,25430,598.5502560049453,0,3100,2009-01-06,2009-12-24,75,12,1.2318840579710144,0.0,100.0,23.18840579710145,0.0,100.0,0.0,7.083333333333333,352,2.000659526559982,No
PRV56784,19,18,0,19,364.2105263157895,6920,664.8585128471043,0,2080,2009-01-06,2009-12-07,18,10,1.0555555555555556,0.0,100.0,5.555555555555555,0.0,100.0,0.0,1.9,335,1.825478575736269,No
PRV56788,177,116,0,177,282.8813559322034,50070,568.3890238511952,0,3300,2008-12-17,2009-12-31,140,13,1.5258620689655173,0.0,100.0,52.58620689655172,0.0,100.0,0.0,13.615384615384615,379,2.009284146627952,No
PRV56789,67,49,7,60,947.9104477611941,63510,2686.0162781346544,0,18000,2008-12-25,2009-12-31,60,13,1.3673469387755102,10.44776119402985,89.55223880597015,36.734693877551024,14.285714285714285,100.0,0.11666666666666667,5.153846153846154,371,2.8336181803656406,No
PRV56790,91,64,0,91,384.5054945054945,34990,837.8003789504245,0,5400,2008-12-27,2009-12-17,80,13,1.421875,0.0,100.0,42.1875,0.0,100.0,0.0,7.0,355,2.1789035291365715,No
PRV56791,233,162,0,233,287.6824034334764,67030,579.1802638281035,0,3300,2008-12-31,2009-12-30,174,13,1.4382716049382716,0.0,100.0,43.82716049382716,0.0,100.0,0.0,17.923076923076923,364,2.013262740145429,No
PRV56792,8,8,0,8,307.5,2460,334.95202215072106,10,800,2009-02-05,2009-12-13,8,6,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.3333333333333333,311,1.0892748687828326,No
PRV56793,31,29,3,28,1817.0967741935483,56330,4621.090198606375,0,20000,2009-01-04,2009-11-29,30,11,1.0689655172413792,9.67741935483871,90.32258064516128,6.896551724137931,10.344827586206897,96.55172413793103,0.10714285714285714,2.8181818181818183,329,2.5431172759949874,No
PRV56796,92,87,3,89,777.0652173913044,71490,3469.4308802831897,0,26000,2009-01-01,2009-12-20,78,12,1.0574712643678161,3.260869565217391,96.73913043478261,5.747126436781609,3.4482758620689653,100.0,0.033707865168539325,7.666666666666667,353,4.464787256763931,No
PRV56797,5,5,0,5,252.0,1260,324.530430006186,40,800,2009-01-20,2009-10-20,5,5,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,273,1.2878191666912142,No
PRV56798,24,22,0,24,420.8333333333333,10100,641.173629517314,20,2400,2008-12-25,2009-12-01,24,11,1.0909090909090908,0.0,100.0,9.090909090909092,0.0,100.0,0.0,2.1818181818181817,341,1.5235809018233204,No
PRV56800,57,48,7,50,1768.9473684210527,100830,4813.184899022731,0,20000,2008-12-12,2009-12-31,53,13,1.1875,12.280701754385964,87.71929824561403,18.75,14.583333333333334,100.0,0.14,4.384615384615385,384,2.7209316596677144,No
PRV56801,25,24,0,25,328.4,8210,752.1950101757744,0,3300,2009-01-04,2009-11-05,24,9,1.0416666666666667,0.0,100.0,4.166666666666666,0.0,100.0,0.0,2.7777777777777777,305,2.2904841966375593,No
PRV56802,13,11,13,0,14230.76923076923,185000,15541.09523250022,2000,53000,2009-02-08,2009-12-24,13,8,1.1818181818181819,100.0,0.0,18.181818181818183,100.0,0.0,0.0,1.625,319,1.0920769622837994,No
PRV56803,795,416,8,787,401.7861635220126,319420,1627.5225194121588,0,28000,2008-12-14,2009-12-31,325,13,1.9110576923076923,1.0062893081761006,98.9937106918239,91.10576923076923,1.9230769230769231,100.0,0.010165184243964422,61.15384615384615,382,4.050718185876483,No
PRV56805,1,1,0,1,70.0,70,,70,70,2009-12-14,2009-12-14,1,1,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,0,0.0,No
PRV56807,91,85,0,91,249.8901098901099,22740,550.2999071324542,0,3500,2008-12-22,2009-12-28,82,13,1.0705882352941176,0.0,100.0,7.0588235294117645,0.0,100.0,0.0,7.0,371,2.202167614294342,No
PRV56808,62,62,47,15,6993.709677419355,433610,9160.533171159024,0,54000,2008-12-21,2009-12-26,59,13,1.0,75.80645161290323,24.193548387096776,0.0,75.80645161290323,24.193548387096776,3.1333333333333333,4.769230769230769,370,1.3098246272269078,Yes
PRV56809,44,41,4,40,1028.8636363636363,45270,2695.9256216959516,0,13000,2009-01-23,2009-12-30,43,11,1.0731707317073171,9.090909090909092,90.9090909090909,7.317073170731707,9.75609756097561,97.5609756097561,0.1,4.0,341,2.6202943970537196,No
PRV56810,14,14,0,14,563.5714285714286,7890,902.4804037323354,10,2900,2009-01-10,2009-11-19,14,9,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.5555555555555556,313,1.6013593982576293,No
